PROVIDER_NUMBER,FYB,FYE,STATUS,Hha_Name,Street_Addr,City,State,Zip_Code
427065,01-JUL-10,30-JUN-11,Settled,AMEDISYS HOME HEALTH OF GEORGETOWN,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
457029,01-AUG-10,31-JUL-11,Settled,VISITING NURSE ASSOC. OF EL PASO,4171 N. MESA     BUILDING D  SUITE 5,EL PASO,TX,79902-1433
058081,01-JUL-10,30-JUN-11,Settled,JAMECO HOME HEALTH AGENCY,5050 PALO VERDE STREET #218,MONTCLAIR,CA,91763
497589,01-JAN-10,31-DEC-10,Settled,EXCEL PROFESSIONAL HHA,6320 N. CENTER DR. SUITE 202,NORFOLK,VA,23502
058222,01-JUL-10,30-JUN-11,Settled,NU-ERA HOME HEALTH AGENCY  INC.,370 AMAPOLA AVE #215,TORRANCE,CA,90501
127300,01-JUL-10,30-JUN-11,Settled,ST FRANCIS HOME CARE SERVICES  KAUAI,3224-B ELUA STREET,LIHUE,HI,96766
368011,01-JUL-10,30-JUN-11,Settled,THE WELLNESS CONNECTION,611 E WEBER RD,COLUMBUS,OH,43211-1097
679677,01-AUG-10,31-JUL-11,Settled,CARING HEARTS HOME HEALTH,1001 W MAIN STE,DENISON,TX,75020
077078,01-JUL-10,30-JUN-11,Settled,ORANGE VISITING NURSE ASSOCIATION,605A ORANGE CENTER ROAD,ORANGE,CT,06477
237402,01-JUL-10,30-JUN-11,Settled,ADVOCATE HOME CARE,27789 MOUND ROAD STE 100,WARREN,MI,48092
037146,01-SEP-10,31-AUG-11,Settled,MOHAVE HOME HEALTH AGENCY,2755 SILVER CREEK ROAD SUITE B207,BULLHEAD CITY,AZ,86442-7904
058176,01-JUL-10,30-JUN-11,Settled,MEDCARE PLUS HOME HEALTH PROVIDERS,954 N. GRAND AVE.,COVINA,CA,91724
058482,01-JUL-10,30-JUN-11,Settled,OPTIMUM CARE HOME HEALTH SERVICES,7340 FLORENCE AVENUE  SUITE 219,DOWNEY,CA,90240
197112,01-JAN-11,31-DEC-11,As Submitted,LOUISIANA HOME HEALTH OF HOUMA  LLC,420 WEST PINHOOK,LAFAYETTE,LA,70503
197273,01-JAN-11,31-DEC-11,As Submitted,DIVERSIFIED HEALTH SERVICES,6600 PLAZA DR  STE 201,NEW ORLEANS,LA,70127
347235,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,9 OLDE EASTWOOD VILLAGE BLVD,ASHEVILLE,NC,28803-1670
327092,01-JAN-99,29-JAN-00,Reopened,OLSTEN HEALTH SERVICES,555 S. TELSHORE  STE. 210,LAS CRUCES,NM,88011
077220,01-JAN-99,01-JUN-99,Reopened,OLSTEN HEALTH SERVICES,215 WEST TOWN STREET,NORWICH,CT,06360
367434,01-JAN-99,08-MAY-99,Reopened,OLSTEN HEALTH SERVICES,7251 ENGLE ROAD SUITE 100,MIDDLEBURG HEIGHTS,OH,44130
447123,01-JAN-05,01-JUL-05,Settled,PHYSICIANS HOME HEALTHCARE,115 CASTLE HEIGHTS AVENUE N STE 201,LEBANON,TN,37087
367038,01-JAN-04,01-MAR-04,Settled,COLUMBUS CITY H D,240 PARSONS ROAD,COLUMBUS,OH,43215
077230,01-JAN-04,31-OCT-04,Settled,ON DUTY METROPOLITAN CT  LLC,419 WHALLEY AVE. STE. 406,NEW HAVEN,CT,06511
497427,01-JAN-99,03-OCT-99,Reopened,OLSTEN HEALTH SERVICES,2115 EXECUTIVE DRIVE  SUITE 2C & 2D,HAMPTON,VA,23666
517096,01-JAN-99,07-MAR-99,Reopened,OLSTEN HEALTH SERVICES,1400 COMERCE AVE.,HUNTINGTON,WV,25703
058096,01-JAN-04,31-DEC-04,Settled,VISION PLUS HEALTH CARE INC,3605 LONG BEACH BLVD.  STE 120,LONG BEACH,CA,90807-6019
137097,01-JAN-05,30-JUN-05,Settled,VALLEY HOME HEALTH,146 NORTH 2ND  EAST,REXBURG,ID,83440
557417,01-JAN-00,15-JUL-00,Reopened,NURSEFINDERS OF SAN DIEGO,8555 AERO DRIVE  SUITE 201,SAN DIEGO,CA,92123-
058229,01-JAN-05,08-JUL-05,Settled,COTTON & MARCELIN HOME HEALTH,5830 OVERHILL DRIVE #3,LOS ANGELES,CA,90043
107626,01-JAN-04,01-SEP-04,Settled,ALWAYS AVAILABLE HOME HEALTH  INC.,800 VIRGINIA AVE  SUITE 15,FT. PIERCE,FL,34982
057064,01-JAN-05,08-JUL-05,Settled,ROSSMOOR HOME HEALTH AGENCY,800 ROCKVIEW DRIVE,WALNUT CREEK,CA,94595-0987
357300,01-JAN-04,15-MAY-04,Settled,INTREPID OF NORTH DATOKA,4645 8TH AVENUE SW  SUITE #2,FARGO,ND,58103
197298,01-APR-95,31-MAR-96,Reopened,THE MEDICAL TEAM  INC.,850 KALISTE SALOOM RD,LAFAYETTE,LA,70508-
197067,13-JAN-01,31-JUL-01,Settled,INTERIM HEALTHCARE OF NEW ORLEANS,2423 EDENBORN STE 430,METAIRIE,LA,70001
237443,01-OCT-04,30-APR-05,Settled,SAVIOR S GRACE HOME CARE  LLC,28910 PLYMOUTH ROAD,LIVONIA,MI,48150
237143,01-JAN-04,31-DEC-04,Settled,HOSPICE OF GREATER KALAMAZOO,301 WEST CEDAR STREET,KALAMAZOO,MI,490075106
397073,01-JUL-04,30-APR-05,Settled,RIDGWAY COMMUNITY NURSE SERVICE,94 HOSPITAL STREET  THIRD FLOOR,RIDGWAY,PA,15853
557742,01-JAN-05,12-MAY-05,Settled,SAN MARINO HOME NURSING SERVICES,4651-A HUNTINGTON DRIVE S,LOS ANGELES,CA,90032-1913
067446,14-JAN-05,31-DEC-05,Settled,PASCO,217 COLORADO AVENUE,LA JUNTA,CO,81050
557481,01-JAN-05,10-JUN-05,Settled,GENTIVA HEALTH SERVICES,5950 LA PLACE COURT SUITE 101,CARLSBAD,CA,92008
458420,01-JAN-05,04-JAN-06,Settled,AMERICARE HOME AND HOSPICE,PO BOX 781327,SAN ANTONIO,TX,78278-1327
337060,01-JAN-05,28-FEB-05,Settled,VIA HEALTH HOME CARE,333 HUMBOLDT STREET,ROCHESTER,NY,14610
368027,01-JAN-05,30-JUN-05,Settled,INTERIM HC OF THE UPPER OHIO VALLEY,253 N. LINCOLN AVENUE  SUITE 200,BRIDGEPORT,OH,43912-1645
107722,01-JAN-06,01-FEB-06,Settled,LIFECARE SOLUTIONS EAST INC,7901 SW 36 ST SUITE 206,DAVIE,FL,3328--914
147776,01-JAN-05,31-DEC-05,Settled,BI-STATE HOME HEALTH  INC.,2105 VANDALIA  SUITE 5,COLLINSVILLE,IL,62234-4859
367572,01-JAN-05,31-DEC-05,Settled,PREMIER HHS,PO BOX 2040,CHILLICOTE,OH,44560
058069,01-APR-02,31-DEC-02,As Submitted,TLC/STAFF BUILDERS - LOS ANGELES,4201 WILSHIRE BLVD  SUITE 605,LOA ANGELES,CA,90010-
527126,01-NOV-01,30-SEP-02,Settled,MINISTRY HOME CARE - WOODRUFF,240 MAPLE STREET,WOODRUFF,WI,54568-
103104,29-AUG-05,31-DEC-05,Settled,INTERIM HC OF VERO BEACH,3725 10TH COURT,VERO BEACH,FL,32969
157413,01-JAN-06,23-JUN-06,Settled,NURSEFINDERS OF NW INDIANA,88925 N MERIDIAN ST SUITE 110,INDIANAPOLIS,IN,46260
107140,01-APR-06,24-AUG-06,As Submitted,TLC/STAFFBUILDRES - PORT ST. LUCIE,VILLAGE GREEN 9342 US1,PORT ST. LUCIE,FL,34952
107763,01-JAN-06,20-APR-06,Settled,OPTION CARE,7715 N W 48TH ST,MIAMI,FL,33166-5456
057607,01-JAN-06,28-FEB-06,Settled,CARESOUTH HH OF THE DESERT,555 TACHEVAH DR  SUITE 3E-103,PALM SPRINGS,CA,92262
058235,01-JAN-06,24-FEB-06,Settled,WELLNESS CARE  LLC,15366 11TH STREET  STE C,VICTORVILLE,CA,92395
673188,13-APR-05,31-DEC-05,Settled,CARE EXCELLENCE HOME HEALTH INC.,121 EAST MAIN STREET,GRAND PRAIRIE,TX,75050
247003,01-JAN-05,08-DEC-05,Settled,MOWER COUNTY PUBLIC HEALTH NURSING SERVI,1301 18TH AVENUE NW  SUITE A,AUSTIN,MN,55912
677432,01-JUN-96,31-MAY-97,Settled,ELITE HHC,526 PINSON ROAD,FORNEY,TX,75126
167194,01-JUL-10,30-JUN-11,As Submitted,DALLAS COUNTY PUBLIC HEALTH NURSING SERV,902 COURT STREET,ADEL,IA,50003
459299,01-JUL-10,30-JUN-11,Settled,MILLENNIUM HOME HEALTH CARE  INC.,2403 FREDRICKSBURG ROAD,SAN ANTONIO,TX,78201
197780,01-JUL-10,30-JUN-11,Settled,UNIQUE HOME HEALTHCARE INC.,5525 S. SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816
397612,01-JAN-03,31-DEC-03,Settled,HEALTHY HOMECOMINGS,3070 BRISTOL PIKE,BENSALEM,PA,19020
679162,01-JAN-10,31-DEC-10,Settled,RAYTEX HOME HEALTH  INC,208 DALTON ROAD  SUITE 101,DESOTO,TX,75115
679435,01-JAN-10,31-DEC-10,Settled,METRO MED HEALTH SERVICES  INC.,9900 WESTPARK DR  SUITE 264,HOUSTON,TX,77063-5285
747449,15-SEP-10,31-DEC-10,Settled,SMARTLIVING HEALTHCARE SERVICES INC,16726 APRIL FALLS TRAIL,HOUSTON,TX,77083-7202
679359,01-JAN-10,31-DEC-10,Settled,INHOME CARE  INC - EL PASO,808 WEST INDIANA AVENUE,MIDLAND,TX,79701
747209,01-JAN-10,31-DEC-10,Settled,METROCHOICE HOME HEALTH INC,5797 S HAMPTON RD SUITE 330,DALLAS,TX,75232
148141,22-APR-10,31-DEC-10,Settled,LIFELINE HOME CARE  LLC,1580 S MILWAUKEE AVENUE STE 525,LIBERTYVILLE,IL,60048-3762
368325,01-JAN-10,31-DEC-10,Settled,PLATINUM HOME HEALTHCARE SERVICES,325 W 48TH STREET SUITE 3,ASHTABULA,OH,44004-6953
109146,01-JAN-10,31-DEC-10,Settled,AMERICAN HEALTH CARE AGENCY  INC.,9600 NW 38 ST UNIT 203,DORAL,FL,33178
109589,12-OCT-10,31-DEC-10,Settled,ADVANCE HOME HEALTH CARE INC,10300 SW 72 STREET SUITE 150,MIAMI,FL,33173-3000
148167,01-JAN-11,31-DEC-11,As Submitted,HOMELINK HEALTH SERVICES  INC.,3500 W. DEVON AVENUE,LINCOLNWOOD,IL,60712
327191,01-JAN-11,31-DEC-11,As Submitted,INTERIM HEALTHCARE OF CLOVIS,HILLTOP PLAZA 2200 N MAIN ST.  STE 3,CLOVIS,NM,88101
017327,01-JAN-11,31-DEC-11,As Submitted,AMEDISYS HOME HEALTH OF WALKER,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
167405,01-JAN-11,17-JUL-11,As Submitted,CAREAGE HOME CARE  LLC,212 WEST BLUFF,CHEROKEE,IA,51012
459124,01-OCT-10,30-SEP-11,Settled,BEST HEALTH CARE,7100 REGENCY SQUARE  SUITE 272,HOUSTON,TX,77036
227447,01-OCT-10,30-SEP-11,Settled,PEDIATRIC SERVICES OF AMERICA,20 MINUTEMAN  SUITE 2,BROCKTO,MA,023017507
247167,01-OCT-10,30-SEP-11,Settled,WINONA SENIOR SERVICES  INC HHA,855 MANKATO AVE,WINONA,MN,55987-0600
267598,01-APR-10,31-MAR-11,Settled,HEALTHLINE HOMECARE AGENCY LLC,910 KEHRSMILL ROAD  SUITE 105,BALLWIN,MO,63011
107677,01-JAN-11,31-DEC-11,As Submitted,FAMILY HOME HEALTH SERVICES  LLC,2908 TRIVIUM CIRCLE,DANIA BEACH,FL,33312
109322,01-JAN-11,31-DEC-11,As Submitted,ONE ON ONE HOME HEALTH CARE  INC.,9445 SW 40 ST STE 106,MIAMI,FL,33165
197482,01-JAN-11,31-DEC-11,As Submitted,MAXIMA HOME HEALTH CORP,1799 STUMPF ROAD  BLDG 7 STE 8,TERRYTOWN,LA,70056
677889,01-JAN-11,31-DEC-11,As Submitted,TREND HEALTH CARE INC,2845 CLEAR CREEK DR,ROCKWALL,TX,75032-9249
109005,01-JAN-11,31-DEC-11,Settled,ALL FLORIDA HOME HEALTH SERVICES  II,4600 SW 75 AVENUE,MIAMI,FL,33155-4494
197413,01-JAN-11,31-DEC-11,Settled,VERNON HOME HEALTH,213 ALEXANDRIA HWY,LEESVILLE,LA,71446
347188,01-JAN-00,01-SEP-00,Reopened,AMEDISYS OF N. CROLINA-RALEIGH,11100 MEAD ROAD,BATON ROUGE,LA,70816
447241,01-JAN-98,24-JUL-98,Reopened,OLSTEN HEALTH SERVICES,483 B EAST MAIN ST,GALLATIN,TN,37066
237095,01-OCT-02,29-JAN-03,Settled,HEARTLAND HOME CARE - CHARLEVOIX,1404 BRIDGE ST  STE B,CHARLEVOIX,MI,49720-
247006,01-JAN-01,31-DEC-01,Settled,OTTER TAIL DEPARTMENT OF PUBLIC HEALTH,221 WEST 221 WEST CAVOUR,FERGUS FALLS,MN,56537
167259,01-JAN-04,27-SEP-04,Settled,TLC HOME HEALTHCARE,2705 GINGKO AVE,WASHINGON,IA,52353
117101,11-APR-95,31-OCT-95,Reopened,HEALTHMASTER HHC-CLARKESVILLE,LAW OFFICES OF A. STEPHENSON WALLACE,AUGUSTA,GA,30919-0308
157045,01-APR-97,31-MAR-98,Settled,QUAD COUNTY VISITING NURSE ASSOC.,508 HIGHLAND AVENUE,WASHINGTON,IN,47501
458099,01-JUL-10,30-JUN-11,Settled,WEST HOUSTON HOME HEALTH & REHAB,2121 SAGE ROAD SUITE 225,HOUSTON,TX,77056
107730,01-JAN-11,31-DEC-11,Settled,FATIMA HOME CARE INC.,1454 S.W. 1ST STREET  SUITE 120,MIAMI,FL,33135
459182,01-JAN-11,31-DEC-11,Settled,MIRACLE HOME HEALTH  INC.,500 W. MAIN ST  SUITE 210,LEWISVILLE,TX,75057-3181
237634,01-JAN-11,31-DEC-11,Settled,T.O.N.E. HOME HEALTH SERVICES  INC.,30701 WOODWARD AVENUE  SUITE 452,ROYAL OAK,MI,48073
107736,01-JAN-11,31-DEC-11,As Submitted,BETTER AT HM HEALTH/C PROFESSIONALS,2201 SE 30TH AVE  STE 402,OCALA,FL,34471-7500
457223,01-AUG-10,31-JUL-11,Settled,GIRLING HEALTH CARE - DALLAS,4849 GREENVILLE  STE 1400,DALLAS,TX,75206
197623,01-DEC-97,23-DEC-98,Settled,PROGRESSIVE HOME CARE  INC.,#12 WESTBANK EXPRESSWAY,GRETNA,LA,70053
197628,18-JAN-94,31-DEC-94,Settled,AFFILIATED HH OF OAKDALE,HWY. 2  PO BOX 901,OAKDALE,LA,71280
197639,01-JAN-97,31-DEC-97,Settled,AFFILIATED HOME HEALTH OF SHREVEPORT,2412 EAST 70TH STREET,SHREVEPORT,LA,71105
197646,01-JAN-97,31-DEC-97,Settled,PREMIER HOME HEALTH OF LAFAYETTE,104 RUE FONTAINE  SUITE D,LAFAYETTE,LA,70508
197659,01-JAN-98,31-DEC-98,Settled,FLEUR DE LIS HOME CARE  L.L.C.,2001 21ST STREET  STE. 206,KENNER,LA,70062
197666,01-JAN-98,11-AUG-98,Settled,G & C HOMECARE  INC.,1113 CHESTNUT DRIVE,MORGAN CITY,LA,70380
197670,01-JUL-99,31-DEC-99,Settled,MEDICAL CENTER HOME HEALTH  INC.,701 EAST MAIN,WINNFIELD,LA,71483
197680,01-MAR-98,21-DEC-98,Settled,HEALTHY SOLUTIONS,3875 FLORIDA BLVD.,BATON ROUGE,LA,70806
197687,01-JAN-98,31-DEC-98,Settled,E & J HOME HEALTH CARE  INC.,7770 HWY. 10,ETHEL,LA,
197695,01-APR-97,31-MAR-98,Settled,HOLISTIC APPROACH HOME HEALTH  INC.,4550 NORTH BLVD.   STE. 201,BATON ROUGE,LA,70806
197713,01-JAN-97,31-DEC-97,Settled,GOOD SHEPHERD HOME HEALTH,3100 STERLINGTON ROAD,MONROE,LA,71213
197716,01-MAR-97,28-FEB-98,Settled,HEALING HANDS HOME HEALTH II,1632A ST. MARY STREET,THIBODAUX,LA,70302
197728,01-JAN-97,31-DEC-97,Settled,OPTIMAL HOME HEALTH CARE  INC.,1968 DALLAS DRIVE,BATON ROUGE,LA,70806
197733,01-SEP-96,31-AUG-97,Settled,LOVING CARE HOME HEALTH  INC.,3043 LUKEVILLE LANE,BRUSLY,LA,70719
197735,01-AUG-97,31-JUL-98,Settled,BETTER LIVING HOME HEALTH CARE  INC,1318 NORTH 7TH STREET,WEST MONROE,LA,71294-2852
257113,01-JAN-98,31-DEC-98,Settled,MHC OF CENTRAL MS,2714 UNION AVE EXTD,MEMPHIS,TN,38112
267542,01-JAN-98,31-JAN-99,Reopened,COUNTRY HOME HEALTH MISSOURI  LLC,2126 E JACKSON BLVD,JACKSON,MO,63755
297086,01-JAN-98,11-JUN-98,Settled,VENCOR HOME HEALTH SVCS-LAS VEGAS,2325-B RENAISSANCE DRIVE,LAS VEGAS,NV,89119
327000,01-JUL-97,01-JUN-98,As Submitted,HEALTHCOR - ESPANOLA,706-A LA JOYA,ESPANOLA,NM,87532
327107,01-JAN-97,31-DEC-97,Settled,HIGH COUNTRY HOME NURSING,6373 MAIN STREET,CUBA,NM,87013
327122,01-JAN-98,30-JUN-98,Settled,NIGHTINGALE HOME HEALTH,755 S. TELSHOR  SUITE 202F,LAS CRUCES,NM,88011
327151,16-OCT-98,01-JUN-99,As Submitted,MHC OF SOUTHERN NEW MEXICO,2714 UNION AVENUE EXTENDED,MEMPHIS,TN,38112
347007,01-JUL-95,15-SEP-95,Settled,RANDOLPH COUNTY HOME HEALTH AGENCY,2222 S. FAYETTEVILLE ST.,ASHEBORO,NC,27203
347095,26-DEC-98,31-DEC-99,As Submitted,INTERIM HEALTHCARE OF RALEIGH,3100 HIGHWOODS BOULEVARD SUITE 100,RALEIGH,NC,27601
347133,01-DEC-96,30-NOV-97,Settled,HOUSECALLS HOME HEALTH CARE,109-A LUTHER STREET,LIBERTY,NC,27298-0339
347210,01-MAR-95,02-APR-95,Settled,UNION MEMORIAL HOME CARE,600 HOSPITAL DRIVE,MONROE,NORTH CAROLINA,28111
347301,01-SEP-97,01-AUG-98,Settled,EASTER SEAL SOCIETY HOME HEALTH SERV,207 OLD LEXINGTON RD. % COMMUNI GEN,THOMASVILLE,NC,27361
367111,01-JAN-97,30-SEP-97,Settled,DEFIANCE COUNTY HEALTH DEPT.,197 C.  ISLAND PARK AVENUE,DEFIANCE,OHIO,43512
367272,01-JUN-97,12-DEC-97,Settled,ST ANNS HOME HEALTH,500 S CLEVELAND AVENUE,WESTERVILLE,OH,43081
367321,01-JAN-99,30-APR-99,Settled,CONTINUUM HOME CARE,428 N. WOLF CREEK STREET,BROOKVILLE,OH,45309
367457,01-JAN-98,31-DEC-98,Settled,IHS HOME CARE OF OH - BEACHWOOD,3960 ORANGE PLACE; SUITE 210,BEACHWOOD,OH,44122
367480,01-OCT-97,30-SEP-98,Settled,HOME IV TEAM,1450 SOUTH ARLINGTON RD,AKRON,OH,44312
367589,01-JAN-96,30-SEP-96,Settled,SPENCERVILLE HOME HEALTH,875 S KILL RD,SPENCERVILLE,OH,45887
367636,01-JAN-98,31-OCT-98,Settled,CONTINUUM TOTAL CARE  INC.,201 LURAY DR.,WINTERSVILLE,OH,43953
367648,01-JAN-97,13-MAR-97,Settled,ANC - CLEVELAND,6500 PEARL ROAD-#113,CLEVELAND,OH,44130
367655,01-JAN-97,31-DEC-97,Settled,GROSJEANS HOME HEROES  INC.,5025 CLEVELAND ROAD,WOOSTER,OH,44691
367685,01-JUL-97,30-JUN-98,Settled,HEALTH FORCE HOME HEALTH,32951 CHARMWOOD OVAL,SOLON,OH,44139
367085,01-JAN-11,31-DEC-11,As Submitted,SHELBY HOME AND PUBLIC HEALTH,142 NORTH GAMBLE STREET  SUITE B,SHELBY,OH,44875
368033,01-JAN-11,31-JAN-12,As Submitted,PROVIDENCE HOME HEALTH CARE  INC.,230 ALPHA PARK,HIGHLAND HEIGHTS,OH,44143
368039,01-JAN-11,31-DEC-11,As Submitted,ABLE SUPPORT SERVICES  INC.,2021  E. DUBLIN GRANVILLE RD STE 250,COLUMBUS,OH,36803
368044,01-JAN-11,31-DEC-11,As Submitted,EXCEL HEALTH SERVICES,110 POLARIS PARKWAY  SUITE 325,WESTERVILLE,OH,43082
368121,01-JAN-11,31-DEC-11,As Submitted,SIGNATURE CARE  INC.,7596 SLATE RIDGE BLVD.,REYNOLDSBURG,OH,43068
368268,01-JAN-11,31-DEC-11,As Submitted,OHIO HOMECARE,420 WEST PINHOOK RD,LAFAYETTE,LA,70503
368327,01-JAN-11,31-DEC-11,As Submitted,CAMBRIDGE HOME HEALTH CARE,2200 EAST MAIN ST. SUITE B,SPRINGFIELD,OH,45503-4910
377149,01-JAN-11,31-DEC-11,As Submitted,CRAIG GENERAL HOME HEALTH,420 WEST PINHOOK ROAD,LAFAYETTE,LA,70503
677904,01-JAN-11,31-DEC-11,As Submitted,MAYA HOME HEALTH  INC,4305 N 10TH ST SUITE F1,MCALLEN,TX,78504-2976
678162,01-JAN-11,31-DEC-11,As Submitted,QUANTUM HOME CARE  LLC,3100 LEE TREVINO SUITE C-1,EL PASO,TX,79936
377180,01-JAN-11,31-DEC-11,As Submitted,AMEDISYS HOME HEALTH,5959 SOUTH SHERWOOD DRIVE,BATON ROUGE,LA,70816
377222,01-JAN-11,31-DEC-11,As Submitted,MED-CORP HOME HEALTH CARE  INC.,3310 CHANDLER RD,MUSKOGEE,OK,74403
377673,01-JAN-11,31-DEC-11,As Submitted,FAMILY CARE HOME HEALTH,4005 NW EXPRESSWAY  STE 605,OKLAHOMA CITY,OK,73116
427064,01-JAN-11,31-DEC-11,As Submitted,NHC HOMECARE  PIEDMONT,1668 HERLONG COURT,ROCK HILL,SC,29732
447101,01-JAN-11,31-DEC-11,As Submitted,MEDICAL CENTER HOME HEALTH,400 WEST PINHOOK,LAFAYETTE,LA,70503
447151,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,1970 N JACKSON STREET,TULLAHOMA,TN,37388-8240
453130,01-JAN-11,31-DEC-11,As Submitted,COLONIAL HEALTH CARE  INC.,11970 WILCREST DRIVE  SUITE 103,HOUSTON,TX,77031
453175,01-JAN-11,31-DEC-11,As Submitted,AMISTAD HOMECARE SERVICES INC,216 E EXPRESSWAY 83 STE J,PHARR,TX,78577
457815,01-JAN-11,31-DEC-11,As Submitted,JOINT HEALTH CARE SERVICES  INC.,2600 SOUTH LOOP WEST SUITE 560,HOUSTON,TX,77054-9803
457874,01-JAN-11,31-DEC-11,As Submitted,KINGWOOD HOME HEALTH CARE  LLC.,2807 KINGS CANYON DRIVE  SUITE 215,KINGWOOD,TX,77345
457913,01-JAN-11,31-DEC-11,As Submitted,SERENITY CARE HHS INC,1903 THISTLECREEK CT,FRESNO,TX,77545
457933,01-JAN-11,31-DEC-11,As Submitted,CREST HEALTHCARE SERVICES  INC.,2625 N JOSEY SUITE 102,CARROLLTON,TX,75007
673112,01-JAN-11,31-DEC-11,As Submitted,CORAZON HOME CARE INC.,4105 CHAPMAN,HOUSTON,TX,77009-4229
677841,01-JAN-11,31-DEC-11,As Submitted,PATIENT S BEST CHOICE HOME HEALTH,1836 W. VIRGINIA  SUITE 102A,MCKINNEY,TX,75069
679098,01-JAN-11,31-DEC-11,As Submitted,RESOURCE HOME HEALTH SERVICES  INC.,7211 REGENCY SQUARE SUITE 102,HOUSTON,TX,77036
679259,01-JAN-11,31-DEC-11,As Submitted,RIVERCREST HOME HEALTH CARE,420 W PINHOOK RD  SUITE A,LAFAYETTE,LA,70503
679270,01-JAN-11,31-DEC-11,As Submitted,ANCHOR SAFE HEALTH CARE INC,15420 NACOGDOCHES RD,SAN ANTONIO,TX,78247
679363,01-JAN-11,31-DEC-11,As Submitted,THE FOUR GROUP HOME CARE   LLC,4615 SOUTHWEST FREEWAY   STE 630,HOUSTON,TX,77027-7176
679410,01-JAN-11,31-DEC-11,As Submitted,BEST DOMINION HEALTHCARE SERVS.  INC,9950 WESTPARK DRIVE  SUITE 306,HOUSTON,TX,77063
679494,01-JAN-11,31-DEC-11,As Submitted,STANDARD HEALTHCARE  INC.,8700 COMMERCE PARK  SUITE 237,HOUSTON,TX,77036
679573,01-JAN-11,31-DEC-11,As Submitted,UNDERWOOD HOME HEALTH SERVICES  LLC,10 EAST FRANKLIN STREET,HILLSBORO,TX,76645
679666,01-JAN-11,31-DEC-11,As Submitted,KEALOHI LLC,805 N CAGE STE I-J,PHARR,TX,78577
679716,01-JAN-11,31-DEC-11,As Submitted,CORNERSTONE HOME HEALTH AGENCY,13615 NEUTRON ROAD,DALLAS,TX,75244
743184,01-JAN-11,31-DEC-11,As Submitted,REEZ HEALTHCARE  LLC,25507 CANYON CROSSING CT.,RICHMOND,TX,77469
747025,01-JAN-11,31-DEC-11,As Submitted,APG HOMECARE  INC.,2802 SE LOOP 820  BLDG. 5,FORT WORTH,TX,76140
678441,01-JAN-97,31-DEC-97,Settled,ULTIMA CARE HOME HEALTH INC,1015 NORTH DUNCANVILLE ROAD,DUNCANVILLE,TX,75116
678442,30-SEP-96,30-SEP-97,Settled,DUNCANS QUALITY HEALTH SERVICES,108 IDA  SUITE 400EALTH SERVICES,TERRELL,TX,75160
678448,01-JAN-97,31-DEC-97,Settled,ISLAND OF HOPE H H  LLC,5409 N JIM MILLER RD #223,DALLAS,TX,75227
398122,01-JAN-11,31-DEC-11,Settled,MAXIM HEALTHCARE SERVICES  INC.,6 NESHAMINY INTERPLEX DR.,FEASTERVILLE TREVOSE,PA,190536964
267533,01-JAN-99,31-DEC-99,Settled,BETTERCARE HOME HEALTH CARE,,FLORISSANT,MO,63032
397689,01-JAN-99,31-DEC-99,Settled,HEMPFIELD HOME HEALTH,RT. 983  MANOR VALLEY PLAZA,MANOR,PA,15665-0488
248102,01-JAN-09,31-DEC-09,Settled,ELITE HOME HEALTH SERVICES INC,1533 UNIVERSITY AVENUE WEST,SAINT PAUL,MN,55104
177245,01-JAN-09,31-DEC-09,Settled,LOGAN MANOR HOME HEALTH,108 S ADAMS,LOGAN,KS,676466030
047332,01-JAN-94,31-DEC-94,Settled,VISITING NURSES AGENCY OF WESTERN AR,524 GARRISON AVENUE,FORT SMITH,AR,72902
067249,01-JAN-97,01-JAN-98,Settled,OURAY COUNTY HOME HEALTH,,OUARY,CO,81427
167106,01-JUL-95,30-JUN-96,Settled,DICKINSON PUBLIC HEALTH NURSING SVCS,2700 23RD ST.,SPIRIT LAKE,IA,51360
178036,01-JUL-97,31-MAY-98,Settled,MEADOWBROOK HOME HEALTH DODGE,,PUEBLO,CO,81002
267113,01-JAN-97,31-DEC-97,Settled,STAY WELL INC.,3200 GILLHAM ROAD,KANSAS CITY,MO,64109
267311,01-JUL-97,15-DEC-97,Settled,PYRAMID HOME CARE (MID-MISSOURI),1051 JONES STREET,KENNETT,MO,63857
467079,01-JAN-95,31-DEC-95,Settled w/Audit,ASPEN HOME HEALTH AGENCY,2601 NORTH CANYON ROAD,PROVO,UT,84601
497492,01-JAN-96,31-OCT-96,Settled,TLC HOME HEALTH  INC.,,LEBANON,VA,24266
459274,01-JAN-10,31-DEC-10,Settled,VESTA HOME CARE  INC,8866 GULF FREEWAY,HOUSTON,TX,77017-6599
537018,01-JUL-95,13-MAY-96,Settled,PLATTE COUNTY HOME HEALTH AGENCY,,WHEATLAND,WY,82201
367499,01-JAN-07,30-APR-07,Settled,A D HOME HEALTH CARE,1018 DELTA HOME HEALTH CARE,CINCINNATI,OH,45208-3100
679317,01-JAN-10,31-DEC-10,Settled,UNITED HOUSTON HOME CARE,1125 CYPRESS STATION DR,CYPRESS,TX,77090-3055
